029.638750|+61.698056| 561| | 6.02
029.485000|+41.694444| 562| | 6.78
029.337917|+17.817500| 563| | 5.10
029.432500|+27.804444| 564| | 5.82
029.167500|-22.526944| 565| | 4.85
028.989583|-51.608889| 566|W| 3.70
029.908333|+64.621389| 567| | 5.26
029.640000|+49.204167| 568| | 5.69
029.482083|+23.596111| 569| | 4.79
028.733750|-67.647222| 570| | 4.69
028.943333|-60.861389| 571| | 6.06
030.738333|+77.916389| 572| | 6.04
029.250417|-51.766111| 573| | 6.10
029.291667|-47.385000| 574| | 4.83
030.489167|+70.906944| 575| | 4.54
029.611250|-33.066667| 576|W| 6.35
029.898750|+21.058333| 577| | 5.87
029.857917|+12.294722| 578| | 6.09
030.793750|+73.850556| 579| | 6.23
030.858750|+72.421389| 580| | 3.98
031.280833|+77.281389| 581|W| 5.38
030.038333| +3.097222| 582| | 5.88
029.942083|-20.824444| 583| | 5.41
029.473333|-65.424722| 584| | 6.37
030.001250|-21.077778| 585| | 4.00
030.719583|+64.901389| 586| | 6.00
030.112083| -8.523611| 587|W| 5.51
029.911667|-42.030556| 588| | 5.57
030.751250|+64.390000| 589| | 5.58
030.575417|+54.487500| 590| | 5.04
029.692500|-61.569722| 591| | 2.86
031.380000|+76.115000| 592| | 5.22
028.960417|-78.348333| 593| | 6.16
030.311250|-30.001667| 594| | 5.35
030.511667| +2.763611| 595| | 5.23
030.511667| +2.763611| 596| | 4.33
032.355417|+81.295833| 597| | 6.05
031.167083|+65.103333| 598| | 6.52
030.741667|+33.283889| 599| | 5.50
029.921250|-66.066389| 600| | 6.10
030.646667|+13.476667| 601| | 5.94
030.426667|-44.713611| 602| | 5.14
030.975000|+42.329722| 603| | 2.26
034.215417|+57.055278| 654|W| 6.48
030.977917|+42.330833| 604| | 4.84
030.913750|+25.935556| 605| | 5.63
030.617083|-29.665000| 606| | 6.42
030.798750| +0.128333| 607| | 5.43
030.744167|-15.305833| 608| | 5.86
030.927500|+18.253333| 609|D| 6.21
030.950833| -0.340278| 610| | 5.93
030.918750| -4.103611| 611| | 5.62
031.122500|-29.296944| 612| | 4.69
031.641250|+22.648333| 613| | 5.03
031.551250| +8.247500| 614| | 6.31
031.705000|+25.704722| 615| | 6.15
031.622083| +0.035000| 616| | 6.28
031.793333|+23.462500| 617| | 2.00
032.168750|+58.423611| 618| | 5.67
032.140000|+44.459444| 619| | 6.42
032.122083|+37.859167| 620| | 4.82
032.532500|+53.843056| 621| | 6.31
032.385833|+34.987222| 622| | 3.00
032.355417|+25.939722| 623|W| 4.98
032.346250|+17.224444| 624| | 6.43
032.190417|-17.779444| 625| | 6.10
033.338333|+74.027778| 626| | 6.29
032.870833|+57.645833| 627| | 6.36
032.720000|+39.039444| 628| | 5.63
032.723750|+39.043056| 629| | 6.10
032.395000|-24.345833| 630| | 6.48
032.656667|+19.500278| 631| | 5.70
032.288750|-43.516667| 632| | 5.85
032.800000|+25.936944| 633| | 6.02
032.854167|+31.526389| 634| | 6.23
032.837917| +8.569722| 635| | 5.63
032.520417|-43.815556| 636| | 6.32
032.606667|-50.824444| 637| | 6.12
032.842500|-10.052222| 638| | 6.01
032.899167| -1.825278| 639| | 5.93
033.621250|+66.524444| 640|S| 6.07
033.422917|+58.561111| 641| | 6.44
033.092917|+30.303056| 642| | 4.94
033.305417|+44.231667| 643|S| 4.83
033.156250|+24.167778| 644| | 5.96
033.401250|+51.065833| 645|W| 5.31
033.200417|+21.210833| 646| | 5.27
033.510833|+47.484167| 647| | 6.06
033.263750|+15.279722| 648| | 5.71
033.250000| +8.846667| 649|D| 4.37
033.197917| -2.393611| 650| | 5.54
033.253750|-21.000278| 651| | 5.86
033.227083|-30.723889| 652| | 5.28
033.991250|+47.811389| 653| | 6.33
033.984167|+33.358889| 655| | 5.28
033.941667|+25.783056| 656| | 5.79
033.928333|+25.043056| 657|W| 5.58
033.867917| -9.465556| 658| | 6.55
033.633333|-41.166667| 659| | 5.91
034.263333|+34.224167| 660| | 4.87
034.499583|+57.899722| 661| | 5.75
034.518750|+57.516667| 662| | 5.98
034.389167|+44.306944| 663| | 6.70
034.328750|+33.847222| 664| | 4.01
034.293333|+23.767778| 665| | 6.55
034.245833| -6.422222| 666| | 5.51
033.561250|-67.841667| 667| | 5.55
035.053750|+64.337222| 668| | 6.60
034.531250|+19.901111| 669| | 5.62
034.820000|+47.380000| 670| | 5.30
034.795417|+46.472500| 671| | 6.21
034.505833| +1.757778| 672| | 5.58
034.844583|+48.955278| 673| | 6.37
034.127500|-51.512222| 674|W| 3.56
034.737500|+28.642500| 675| | 5.03
034.741667|+23.167778| 676| | 6.46
034.905417|+39.835000| 677| | 6.63
033.868750|-67.746389| 678| | 5.69
035.172500|+47.310833| 679| | 6.11
035.018333|+30.188333| 680| | 6.47
034.836250| -2.977500| 681| | 3.04
035.242500|+50.151389| 682| | 5.59
034.743750|-25.945556| 683| | 6.34
034.920000| -4.345556| 684| | 6.50
035.589167|+55.845556| 685| | 5.17
034.852917|-41.848333| 686| | 6.37
035.709583|+41.396389| 687|W| 5.82
034.976250|-55.944722| 688|W| 5.81
035.485833| +0.395833| 689| | 5.28
035.965833|+55.364444| 690| | 6.28
035.551667| -0.885000| 691| | 5.42
035.505833|-10.777778| 692| | 5.46
035.520833|-17.662222| 693| | 5.87
036.103750|+50.006667| 694| | 5.19
035.635833|-23.816389| 695| | 5.20
036.316667|+56.610000| 696| | 6.25
035.740833|-18.354444| 697| | 6.22
035.549167|-43.200000| 698| | 6.31
